SWCC_ID,SWCC_Soil_Counter,SWCC_Test_Method,SWCC_Technician,SWCC_Lab_Notes,SWCC_Test_Date,SWCC_Specimen_ID,Wilting_Point,af,nf,mf,hr,Fredlund_SWCC_Fit,Fredlund_Source,Fredlund_Error,Fredlund_Residual_WC,Fredlund_AEV,Fredlund_Max_Slope,afb,nfb,mfb,jfb,kfb,lfb,Fredlund_Bimodal_Split,Fredlund_Bimodal_Fit,Fredlund_Bimodal_Source,Fredlund_Bimodal_Error,avg,nvg,mvg,Genuchten_SWCC_Fit,Genuchten_Source,Genuchten_Error,Genuchten_Residual_WC,Genuchten_AEV,Genuchten_Max_Slope,ab,nb,Burdine_SWCC_Fit,Burdine_Error,Burdine_Residual_WC,Burdine_AEV,Burdine_Max_Slope,am,nm,Mualem_SWCC_Fit,Mualem_Error,Mualem_Residual_WC,Mualem_AEV,Mualem_Max_Slope,ag,ng,Gardner_SWCC_Fit,Gardner_Error,Gardner_Residual_WC,Gardner_AEV,Gardner_Max_Slope,ac,nc,Brooks_SWCC_Fit,Brooks_Source,Brooks_Error,Brooks_Residual_WC,Brooks_AEV,Brooks_Max_Slope,Fredlund_PTF_Source,Packing_Porosity,Fredlund_PTF_Predicted,Fredlund_PTF_Error,Fredlund_PTF_AEV,Fredlund_PTF_Max_Slope,Gupta_Predicted,Gupta_Error,Arya_Alpha,Arya_Predicted,Arya_Error,Arya_AEV,Arya_Max_Slope,Scheinost_avg,Scheinost_nvg,Scheinost_mvg,Scheinost_Residual_wc,Scheinost_Predicted,Scheinost_Error,Scheinost_AEV,Scheinost_Max_Slope,Rawls_Bubbling_Pressure,Rawls_Lambda,Rawls_Predicted,Rawls_Error,Rawls_AEV,Rawls_Max_Slope,Vereecken_avg,Vereecken_nvg,Vereecken_mvg,Vereecken_Residual_wc,Vereecken_Predicted,Vereecken_Error,Vereecken_AEV,Vereecken_Max_Slope,Tyler_Alpha,Tyler_Predicted,Tyler_Error,Tyler_AEV,Tyler_Max_Slope,SWCC_Count,Aubertin_Predicted,Aubertin_Error,Aubertin_AEV,Aubertin_Max_Slope,Aubertin_Method,Yb,Yres,Sres,agg,Gitirana_Fredlund_SWCC_Fit,Gitirana_Fredlund_Error,Gitirana_Fredlund_Residual_WC,Gitirana_Fredlund_AEV,Gitirana_Fredlund_Max_Slope,Gitirana_Fredlund_Source
"{3CFD20C8-E4F3-4394-80BBDDC0C4570C09}","948157787","Pressure Plate","Yugantha Perera",,"09/08/03 00:00:00","2-1-4-18",,,,,,0,0,,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,0,,,,,1,,0,,,,0,,,0,,,,,,,,0,,,,,,0,,,,,,,,0,,,,,0,,,,3,0,,,,1,0,0,0,0,0,0,0,0,0,0
"{3D32D974-481D-44E0-B1D73B838CF16AC8}","979457961","Pressure Plate","Yugantha Perera",,"09/04/03 00:00:00","6-2-3-44",,,,,,0,0,,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,0,,,,,1,,0,,,,0,,,0,,,,,,,,0,,,,,,0,,,,,,,,0,,,,,0,,,,2,0,,,,1,0,0,0,0,0,0,0,0,0,0
"{3F4B7DB9-9CA4-4224-980B381802FE3101}","810840659","Pressure Plate","Yugantha Perera",,"09/02/03 00:00:00","1-2-1-16",,,,,,0,0,,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,0,,,,,1,,0,,,,0,,,0,,,,,,,,0,,,,,,0,,,,,,,,0,,,,,0,,,,3,0,,,,1,0,0,0,0,0,0,0,0,0,0
"{4373B2A4-8C16-4A89-ACA5750B5D64F62A}","627865738","Pressure Plate","Yugantha Perera",,"08/14/03 00:00:00","5-4-1-9",,,,,,0,0,,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,0,,,,,1,,0,,,,0,,,0,,,,,,,,0,,,,,,0,,,,,,,,0,,,,,0,,,,3,0,,,,1,0,0,0,0,0,0,0,0,0,0
"{44E1FF55-009F-487B-94798DE7DE08265E}","870110935","Pressure Plate","Yugantha Perera",,"09/02/03 00:00:00","3-2-1-35",,,,,,0,0,,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,0,,,,,1,,0,,,,0,,,0,,,,,,,,0,,,,,,0,,,,,,,,0,,,,,0,,,,3,0,,,,1,0,0,0,0,0,0,0,0,0,0
"{48D85992-E3AB-48EF-A451DC1961717D57}","280446105","Pressure Plate","Yugantha Perera",,"08/14/03 00:00:00","1-4-3-18",,,,,,0,0,,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,0,,,,,1,,0,,,,0,,,0,,,,,,,,0,,,,,,0,,,,,,,,0,,,,,0,,,,3,0,,,,1,0,0,0,0,0,0,0,0,0,0
"{49879C0E-BA46-41B2-94A81F7AAB63F93C}","366920736","Pressure Plate","Yugantha Perera",,"09/04/03 00:00:00","6-2-1-20",,,,,,0,0,,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,0,,,,,1,,0,,,,0,,,0,,,,,,,,0,,,,,,0,,,,,,,,0,,,,,0,,,,2,0,,,,1,0,0,0,0,0,0,0,0,0,0
"{4CF08E8B-DC13-404D-AB89D1E90BF91F6E}","977775944","Pressure Plate","Yugantha Perera",,"08/25/03 00:00:00","6-4-3-22.5",,,,,,0,0,,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,0,,,,,1,,0,,,,0,,,0,,,,,,,,0,,,,,,0,,,,,,,,0,,,,,0,,,,4,0,,,,1,0,0,0,0,0,0,0,0,0,0
"{4D440570-F272-40E3-85E6546CFA795C45}","164222028","Pressure Plate","Yugantha Perera",,"09/04/03 00:00:00","6-2-3-33",,,,,,0,0,,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,0,,,,,1,,0,,,,0,,,0,,,,,,,,0,,,,,,0,,,,,,,,0,,,,,0,,,,2,0,,,,1,0,0,0,0,0,0,0,0,0,0
"{5358C301-FDD7-4F70-B363E9BD15A9050F}","227495193","Pressure Plate","Yugantha Perera",,"08/26/03 00:00:00","3-3-2-23",,,,,,0,0,,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,0,,,,,1,,0,,,,0,,,0,,,,,,,,0,,,,,,0,,,,,,,,0,,,,,0,,,,3,0,,,,1,0,0,0,0,0,0,0,0,0,0
"{541CC2A2-6B49-4853-B1312ED314719BD1}","549106279","Pressure Plate","Yugantha Perera",,"09/08/03 00:00:00","2-1-1-7",,,,,,0,0,,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,0,,,,,1,,0,,,,0,,,0,,,,,,,,0,,,,,,0,,,,,,,,0,,,,,0,,,,3,0,,,,1,0,0,0,0,0,0,0,0,0,0
"{5984AC85-2C23-4DB2-8B0A4BB51655D083}","384667449","Pressure Plate","Yugantha Perera",,"09/08/03 00:00:00","8-1-2-10.5",,,,,,0,0,,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,0,,,,,1,,0,,,,0,,,0,,,,,,,,0,,,,,,0,,,,,,,,0,,,,,0,,,,3,0,,,,1,0,0,0,0,0,0,0,0,0,0
"{599812AA-37C6-4517-9D8C7598D27511F9}","374098777","Pressure Plate","Yugantha Perera",,"08/14/03 00:00:00","8-2-3-18",,,,,,0,0,,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,0,,,,,1,,0,,,,0,,,0,,,,,,,,0,,,,,,0,,,,,,,,0,,,,,0,,,,3,0,,,,1,0,0,0,0,0,0,0,0,0,0
"{5B68E92C-AED9-4308-B2C422717045A3A1}","857090102","Pressure Plate","Yugantha Perera",,"09/08/03 00:00:00","7-2-1-29",,,,,,0,0,,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,0,,,,,1,,0,,,,0,,,0,,,,,,,,0,,,,,,0,,,,,,,,0,,,,,0,,,,3,0,,,,1,0,0,0,0,0,0,0,0,0,0
"{636ABDF0-CC7D-411F-A4A5D36655459172}","745177268","Pressure Plate","Yugantha Perera",,"09/08/03 00:00:00","2-1-4-30",,,,,,0,0,,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,0,,,,,1,,0,,,,0,,,0,,,,,,,,0,,,,,,0,,,,,,,,0,,,,,0,,,,3,0,,,,1,0,0,0,0,0,0,0,0,0,0
"{694DC65D-0259-4726-A2A1C163802340F8}","765086968","Pressure Plate","Yugantha Perera",,"08/26/03 00:00:00","3-3-2-17",,,,,,0,0,,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,0,,,,,1,,0,,,,0,,,0,,,,,,,,0,,,,,,0,,,,,,,,0,,,,,0,,,,3,0,,,,1,0,0,0,0,0,0,0,0,0,0
"{6CB40040-5F5D-4D4C-8159F015ADDA194C}","311014493","Pressure Plate","Yugantha Perera",,"09/08/03 00:00:00","8-1-2-22",,,,,,0,0,,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,0,,,,,1,,0,,,,0,,,0,,,,,,,,0,,,,,,0,,,,,,,,0,,,,,0,,,,3,0,,,,1,0,0,0,0,0,0,0,0,0,0
"{6E68388B-BDA0-4293-A132B98BCFB2D24F}","850845972","Pressure Plate","Yugantha Perera",,"08/14/03 00:00:00","5-4-2-25",,,,,,0,0,,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,0,,,,,1,,0,,,,0,,,0,,,,,,,,0,,,,,,0,,,,,,,,0,,,,,0,,,,3,0,,,,1,0,0,0,0,0,0,0,0,0,0
"{6EA3B25E-543D-453E-87138F27B7827853}","452089574","Pressure Plate","Yugantha Perera",,"09/04/03 00:00:00","8-1-1-29",,,,,,0,0,,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,0,,,,,1,,0,,,,0,,,0,,,,,,,,0,,,,,,0,,,,,,,,0,,,,,0,,,,3,0,,,,1,0,0,0,0,0,0,0,0,0,0
"{71A3337C-84BB-492A-99B0F137A86C1CD5}","797098318","Pressure Plate","Yugantha Perera",,"08/25/03 00:00:00","5-2-S-12",,,,,,0,0,,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,0,,,,,1,,0,,,,0,,,0,,,,,,,,0,,,,,,0,,,,,,,,0,,,,,0,,,,4,0,,,,1,0,0,0,0,0,0,0,0,0,0
"{7828B880-C9F3-4ADE-A5E514D8997A8AFA}","253499984","Pressure Plate","Yugantha Perera",,"08/15/03 00:00:00","5-1-2-24",,,,,,0,0,,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,0,,,,,1,,0,,,,0,,,0,,,,,,,,0,,,,,,0,,,,,,,,0,,,,,0,,,,3,0,,,,1,0,0,0,0,0,0,0,0,0,0
"{7DEE9BB0-312C-46F8-8AB76969F10211A9}","650946193","Pressure Plate","Yugantha Perera",,"08/13/03 00:00:00","7-4-S-15",,,,,,0,0,,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,0,,,,,1,,0,,,,0,,,0,,,,,,,,0,,,,,,0,,,,,,,,0,,,,,0,,,,3,0,,,,1,0,0,0,0,0,0,0,0,0,0
"{82CA96CD-0A88-49A4-8530FD5F683B85CA}","704385492","Pressure Plate","Yugantha Perera",,"08/14/03 00:00:00","7-1-1-13.5",,,,,,0,0,,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,0,,,,,1,,0,,,,0,,,0,,,,,,,,0,,,,,,0,,,,,,,,0,,,,,0,,,,3,0,,,,1,0,0,0,0,0,0,0,0,0,0
"{857336D0-2DFA-472B-9934F6E78A9332A9}","449839485","Pressure Plate","Yugantha Perera",,"07/25/03 00:00:00","4-1-1-18.5",,,,,,0,0,,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,0,,,,,1,,0,,,,0,,,0,,,,,,,,0,,,,,,0,,,,,,,,0,,,,,0,,,,3,0,,,,1,0,0,0,0,0,0,0,0,0,0
"{86F8ADE8-89D9-4566-8BC3608D60867D7E}","616131517","Pressure Plate","Yugantha Perera",,"09/08/03 00:00:00","7-2-2-20.5",,,,,,0,0,,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,0,,,,,1,,0,,,,0,,,0,,,,,,,,0,,,,,,0,,,,,,,,0,,,,,0,,,,3,0,,,,1,0,0,0,0,0,0,0,0,0,0
"{8731400B-4D40-4BF3-B8DD873DF1564EB1}","550102180","Pressure Plate","Yugantha Perera",,"08/13/03 00:00:00","7-4-3-48",,,,,,0,0,,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,0,,,,,1,,0,,,,0,,,0,,,,,,,,0,,,,,,0,,,,,,,,0,,,,,0,,,,3,0,,,,1,0,0,0,0,0,0,0,0,0,0
"{883DEB07-B15E-45ED-B35EC6CB19C8ECE9}","239883051","Pressure Plate","Yugantha Perera",,"08/14/03 00:00:00","8-2-S-18",,,,,,0,0,,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,0,,,,,1,,0,,,,0,,,0,,,,,,,,0,,,,,,0,,,,,,,,0,,,,,0,,,,3,0,,,,1,0,0,0,0,0,0,0,0,0,0
"{8BCA9A13-1F30-459C-8AA7754A996CBD67}","190952724","Pressure Plate","Yugantha Perera",,"08/14/03 00:00:00","3-1-3-24",,,,,,0,0,,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,0,,,,,1,,0,,,,0,,,0,,,,,,,,0,,,,,,0,,,,,,,,0,,,,,0,,,,3,0,,,,1,0,0,0,0,0,0,0,0,0,0
"{8D41C430-D202-4CF3-B9122EECD5122192}","715172502","Pressure Plate","Yugantha Perera",,"08/14/03 00:00:00","5-3-S2-8",,,,,,0,0,,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,0,,,,,1,,0,,,,0,,,0,,,,,,,,0,,,,,,0,,,,,,,,0,,,,,0,,,,3,0,,,,1,0,0,0,0,0,0,0,0,0,0
"{8E41920E-7D8C-4387-BE7946773DE49578}","459331088","Pressure Plate","Yugantha Perera",,"09/08/03 00:00:00","7-3-S-16",,,,,,0,0,,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,0,,,,,1,,0,,,,0,,,0,,,,,,,,0,,,,,,0,,,,,,,,0,,,,,0,,,,3,0,,,,1,0,0,0,0,0,0,0,0,0,0
"{9378E334-A878-44B3-8FBA517B2B3E177E}","518605761","Pressure Plate","Yugantha Perera",,"07/30/03 00:00:00","8-3-2-14",,,,,,0,0,,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,0,,,,,1,,0,,,,0,,,0,,,,,,,,0,,,,,,0,,,,,,,,0,,,,,0,,,,3,0,,,,1,0,0,0,0,0,0,0,0,0,0
"{97580C54-EE0F-4D00-AEED1C5229C2ED5B}","629152350","Pressure Plate","Yugantha Perera",,"09/02/03 00:00:00","3-2-2-25",,,,,,0,0,,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,0,,,,,1,,0,,,,0,,,0,,,,,,,,0,,,,,,0,,,,,,,,0,,,,,0,,,,3,0,,,,1,0,0,0,0,0,0,0,0,0,0
"{97C8A005-C2C5-4501-824558D4ED53DB63}","881977981","Pressure Plate","Yugantha Perera",,"09/08/03 00:00:00","7-2-S-14",,,,,,0,0,,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,0,,,,,1,,0,,,,0,,,0,,,,,,,,0,,,,,,0,,,,,,,,0,,,,,0,,,,3,0,,,,1,0,0,0,0,0,0,0,0,0,0
